epoch,learning_rate,loss,mae,rmse,val_loss,val_mae,val_rmse
0,0.0010000000474974513,0.002102879574522376,0.007276200223714113,0.1290493607521057,0.0006238592322915792,0.0034098464529961348,0.06362348049879074
1,0.0010000000474974513,0.0019587755668908358,0.005293304566293955,0.12135141342878342,0.0007110442384146154,0.002706336323171854,0.06464675068855286
2,0.0010000000474974513,0.0017763366922736168,0.005234925542026758,0.10660399496555328,0.0006182712386362255,0.002451543929055333,0.0646955668926239
3,0.0010000000474974513,0.001449352828785777,0.004317323677241802,0.09609955549240112,0.0005733811995014548,0.0024023805744946003,0.06437671929597855
4,0.0010000000474974513,0.0012394984951242805,0.004128680564463139,0.08778582513332367,0.0005556095275096595,0.0020816598553210497,0.0642523318529129
5,0.0010000000474974513,0.0011104913428425789,0.003571930341422558,0.08409284055233002,0.0006498873699456453,0.002307143760845065,0.06661156564950943
6,0.0010000000474974513,0.001149777788668871,0.004138801712542772,0.08415483683347702,0.0005380597431212664,0.0017985289450734854,0.06411463022232056
7,0.0010000000474974513,0.001085149240680039,0.0037186332046985626,0.08263671398162842,0.0005614208639599383,0.002096658805385232,0.06458306312561035
8,0.0010000000474974513,0.0010041426867246628,0.0029404356610029936,0.08046142011880875,0.0005622116732411087,0.0019723698496818542,0.0648002102971077
9,0.0010000000474974513,0.000972942216321826,0.002829143311828375,0.07956531643867493,0.0005855074850842357,0.0016205296851694584,0.06553508341312408
10,0.0010000000474974513,0.0009584279032424092,0.0026232637465000153,0.07930992543697357,0.0005803205422125757,0.0017705823993310332,0.06558021903038025
11,0.0010000000474974513,0.0009320018580183387,0.0026057357899844646,0.07837191224098206,0.0005937477690167725,0.0018838600954040885,0.06614571064710617
12,0.0010000000474974513,0.0009212213917635381,0.002634914591908455,0.07766158133745193,0.0006174953887239099,0.0018164837965741754,0.06714805960655212
13,0.0010000000474974513,0.0009078697767108679,0.0025625079870224,0.07633824646472931,0.0005765879759564996,0.0016522681107744575,0.06569375097751617
14,0.0010000000474974513,0.0008827124838717282,0.002549897413700819,0.07601407170295715,0.0005535021773539484,0.0017097597010433674,0.06499964743852615
15,0.0010000000474974513,0.0009023530292324722,0.0026026382111012936,0.07655525952577591,0.0005669274250976741,0.0016936345491558313,0.06554308533668518
16,0.0005000000237487257,0.000857341627124697,0.002382575534284115,0.07485291361808777,0.0005904516438022256,0.0016916642198339105,0.06640542298555374
17,0.0005000000237487257,0.0008516016532666981,0.0023836467880755663,0.07474396377801895,0.0005713948048651218,0.0016870680265128613,0.06572921574115753
18,0.0005000000237487257,0.0008522049174644053,0.0024791168980300426,0.07470621168613434,0.0005759806372225285,0.0018302436219528317,0.06590284407138824
19,0.0005000000237487257,0.00083409488433972,0.002454082714393735,0.07406703382730484,0.0005885256105102599,0.001614831737242639,0.06643815338611603
20,0.0005000000237487257,0.0008294815779663622,0.0023813783191144466,0.0736151859164238,0.00058712437748909,0.0017067472217604518,0.06632954627275467
21,0.0005000000237487257,0.0008207107312045991,0.0023853639140725136,0.07313089072704315,0.0005884866113774478,0.001930535538122058,0.06637588143348694
22,0.0002500000118743628,0.0008108292822726071,0.002401642967015505,0.07281036674976349,0.0005856185453012586,0.001675850129686296,0.06638501584529877
23,0.0002500000118743628,0.000803998438641429,0.0023147633764892817,0.07244225591421127,0.0005715527222491801,0.001559522352181375,0.06580276042222977
24,0.0002500000118743628,0.0007970291189849377,0.002243753056973219,0.07211579382419586,0.0005754113080911338,0.0016255639493465424,0.06593041121959686
25,0.0002500000118743628,0.000793944054748863,0.002247127704322338,0.07221060991287231,0.000578952138312161,0.0016164911212399602,0.06609560549259186
26,0.0002500000118743628,0.0007913812296465039,0.0022376244887709618,0.07204674184322357,0.0005766043905168772,0.0017132662469521165,0.06602682918310165
27,0.0002500000118743628,0.000789271027315408,0.002271843608468771,0.07189738750457764,0.0005757700419053435,0.0015791686018928885,0.06599655747413635
28,0.0001250000059371814,0.0007896351162344217,0.0022401995956897736,0.07184185832738876,0.0005731783458031714,0.0015902454033493996,0.06591065227985382
29,0.0001250000059371814,0.0007859813049435616,0.0022083453368395567,0.07185062021017075,0.0005855086492374539,0.0016452907584607601,0.06640172004699707
30,0.0001250000059371814,0.0007773225661367178,0.0022153574973344803,0.07146307826042175,0.0005876292707398534,0.0016552534652873874,0.06648749113082886
31,0.0001250000059371814,0.0007732855156064034,0.0022246281150728464,0.07128766179084778,0.000579433748498559,0.0016082325018942356,0.06617101281881332
32,0.0001250000059371814,0.0007782516186125576,0.002259231172502041,0.07151886820793152,0.0005774475866928697,0.0016721494030207396,0.06609378755092621
33,0.0001250000059371814,0.000772964907810092,0.002200789749622345,0.07117071002721786,0.0005712595884688199,0.0016435185680165887,0.06584692746400833
34,6.25000029685907e-05,0.0007754164980724454,0.0021972826216369867,0.07130776345729828,0.0005934243672527373,0.0016411450924351811,0.06674786657094955
35,6.25000029685907e-05,0.0007726057665422559,0.0021987545769661665,0.07123154401779175,0.0005888267187401652,0.0016772927483543754,0.0665566697716713
